Supplier,Domain,Product Name,Catalog #,Type,Bands,Sizes (kDa),Product URL,PDF
SERVA,"serva.de (SERVA Electrophoresis GmbH, Heidelberg, Germany)",SERVA Triple Color Protein Standard III,**39258.01**,"**Prestained, three-color**",,,,
SERVA,"serva.de (SERVA Electrophoresis GmbH, Heidelberg, Germany)",SERVA Fluo-610 Standard I,**39261.01**,**Fluorescent** protein standard (for fluorescence staining/labelling,,,,
SERVA,"serva.de (SERVA Electrophoresis GmbH, Heidelberg, Germany)","Protein Molecular Weight Standards  (native, 8-protein set)",(1 kit; catalog number not isolated in catalog text — set of 8),"**Unstained, native** proteins (in solution or lyophilized)","**8 proteins**, range **12.4 – 450 kDa**",,,
SERVA,"serva.de (SERVA Electrophoresis GmbH, Heidelberg, Germany)",SERVA Native Marker Liquid Mix for BN/CN PAGE,(size 5 × 50 µL; catalog number not isolated in catalog text),"**Unstained, native**, ready-to-use liquid mix for Blue/Native PAGE","**6 native proteins**, range **21 – 720 kDa**",,,
SERVA,"serva.de (SERVA Electrophoresis GmbH, Heidelberg, Germany)",SERVA VisiBlot Standard I,**39260.01**,**Hybrid** — 3 prestained bands + 7 unstained IgG-binding bands for,"**10 recombinant proteins**, range **25 – 150 kDa**","25, 45, 85 (these three are **prestained**); remaining seven at",,
SMOBIO,www.smobio.com,ExcelBand™ All Blue Regular Range Protein Marker (PM1500),PM1500,"Pre-stained, single color (blue chromophore)",10,"180, 140, 100, 72, 60, 45, 35, 25, 15, 10",https://www.smobio.com/shop/product/pm1500-pm1500-excelbandtm-all-blue-regular-range-protein-marker-9-180-kda-250-l-x-2-251?category=10,SMOBIO_PM1500.pdf
SMOBIO,www.smobio.com,ExcelBand™ All Blue Regular Range Plus Protein Marker (PM1600),PM1600,"Pre-stained, single color (blue)",11,"10–180 kDa (range; 11 bands, similar to PM1500 plus an additional band)",https://www.smobio.com/shop/product/pm1600-pm1600-excelbandtm-all-blue-regular-range-plus-protein-marker-9-180-kda-250-l-x-2-249?category=10,SMOBIO_PM1600.pdf
SMOBIO,www.smobio.com,ExcelBand™ All Blue Broad Range Protein Marker (PM1700),PM1700,"Pre-stained, single color (blue); enhanced reference bands at 25 & 72 kDa",12,"240, 180, 140, 100, 72, 60, 45, 35, 25, 20, 15, 10",https://www.smobio.com/shop/product/pm1700-pm1700-excelbandtm-all-blue-broad-range-protein-marker-9-240-kda-250-l-x-2-247?category=10,SMOBIO_PM1700.pdf
SMOBIO,www.smobio.com,ExcelBand™ 3-color Regular Range Protein Marker (PM2500),PM2500,"Pre-stained, 3-color (blue/red/green); reference bands 25 kDa (green) & 75 kDa (red)",10,"180, 140, 100, 75 (red), 60, 45, 35, 25 (green), 15, 10",https://www.smobio.com/shop/product/pm2500-pm2500-excelbandtm-3-color-regular-range-protein-marker-9-180-kda-250-l-x-2-245?category=10,SMOBIO_PM2500.pdf
SMOBIO,www.smobio.com,ExcelBand™ Enhanced 3-color Regular Range Protein Marker (PM2510),PM2510 (also PM2511),"Pre-stained, enhanced 3-color",10,10–180 kDa (range; enhanced-brightness version of PM2500),https://www.smobio.com/shop/product/pm2510-pm2510-excelbandtm-enhanced-3-color-regular-range-protein-marker-9-180-kda-250-l-x-2-257?category=10,SMOBIO_PM2510.pdf
SMOBIO,www.smobio.com,ExcelBand™ 3-color High Range Protein Marker (PM2600),PM2600,"Pre-stained, 3-color; reference bands 25 kDa (green) & 75 kDa (red)",12,"245, 180, 140, 100, 75 (red), 60, 45, 35, 25 (green), 20, 15, 10",https://www.smobio.com/shop/product/pm2600-pm2600-excelbandtm-3-color-high-range-protein-marker-9-245-kda-250-l-x-2-236?category=10,SMOBIO_PM2600.pdf
SMOBIO,www.smobio.com,ExcelBand™ Enhanced 3-color High Range Protein Marker (PM2610),PM2610 (also PM2611),"Pre-stained, enhanced 3-color",12,10–245 kDa (range; enhanced-brightness version of PM2600),https://www.smobio.com/shop/product/pm2610-pm2610-excelbandtm-enhanced-3-color-high-range-protein-marker-9-245-kda-250-l-x-2-254?category=10,SMOBIO_PM2610.pdf
SMOBIO,www.smobio.com,ExcelBand™ 3-color Broad Range Protein Marker (PM2700),PM2700,"Pre-stained, 3-color; reference bands 25 kDa (green) & 75 kDa (red)",13,"245, 180, 140, 100, 75 (red), 60, 45, 35, 25 (green), 20, 15, 10, ~5",https://www.smobio.com/shop/product/pm2700-pm2700-excelbandtm-3-color-broad-range-protein-marker-3-5-245-kda-250-l-x-2-232?category=10,SMOBIO_PM2700.pdf
SMOBIO,www.smobio.com,ExcelBand™ 3-color Extra Range Protein Marker (PM2800),PM2800,"Pre-stained, 3-color; reference bands 25 kDa (green), 75 kDa & 310 kDa (red)",13,"~310 (red), 245, 180, 140, 100, 75 (red), 60, 45, 35, 25 (green), 20, 15, 10",https://www.smobio.com/shop/product/pm2800-pm2800-excelbandtm-3-color-extra-range-protein-marker-10-310-kda-250-l-x-2-234?category=10,SMOBIO_PM2800.pdf
SMOBIO,www.smobio.com,"ExcelBand™ 3-color Pre-Stained Protein Ladder, Regular Range (PM5000)",PM5000,"Pre-stained, 3-color ladder",13,"10–180 kDa (range; ""Ladder"" series with more bands than the standard markers)",https://www.smobio.com/shop/product/pm5000-pm5000-excelbandtm-3-color-pre-stained-protein-ladder-regular-range-9-180-kda-250-l-x-2-242?category=10,SMOBIO_PM5000.pdf
SMOBIO,www.smobio.com,"ExcelBand™ 3-color Pre-Stained Protein Ladder, High Range (PM5100)",PM5100,"Pre-stained, 3-color ladder",14,10–245 kDa (range),https://www.smobio.com/shop/product/pm5100-pm5100-excelbandtm-3-color-pre-stained-protein-ladder-high-range-9-245-kda-250-l-x-2-241?category=10,SMOBIO_PM5100.pdf
SMOBIO,www.smobio.com,"ExcelBand™ 3-color Pre-Stained Protein Ladder, Broad Range (PM5200)",PM5200,"Pre-stained, 3-color ladder; reference bands 40 kDa (green) & 75 kDa (red)",15,"245, 180, 140, 100, 75 (red), 60, 50, 40 (green), 35, 30, 25, 20, 15, 10, ~5",https://www.smobio.com/shop/product/pm5200-pm5200-excelbandtm-3-color-pre-stained-protein-ladder-broad-range-3-5-245-kda-250-l-x-2-238?category=10,SMOBIO_PM5200.pdf
SMOBIO,www.smobio.com,ProMetric™ TriColor Low Range Protein Ladder (PM6628),PM6628,"Pre-stained, tricolor; reference bands 10 kDa (green) & 40 kDa (red). Optimized for Tris-Tricine gels (low-MW range).",6,"2–40 kDa (range, 6 bands)",https://www.smobio.com/shop/product/pm6628-pm6628-prometrictm-tricolor-low-range-protein-ladder-2-to-40-kda-250-l-483?category=10,SMOBIO_PM6628.pdf
SMOBIO,www.smobio.com,YesBlot™ Western Marker I (WM1000),WM1000,Western blot marker (IgG-binding proteins for chemiluminescent/fluorescent detection) + 4 pre-stained bands. Reference bands 30 & 80 kDa.,14 total (10 IgG-binding Western bands 15–200 kDa + 4 pre-stained bands),"Pre-stained: 10, 25 (green), 45, 70 (pink). Western blot range: 15–200 kDa with enhanced bands at 30 & 80 kDa.",https://www.smobio.com/shop/product/wm1000-wm1000-yesblottm-western-marker-i-250-l-401?category=10,SMOBIO_WM1000.pdf
TIANGEN,tiangen.com,Proteo三色预染蛋白质Marker (Proteo Three-Color Pre-stained Protein Marker),MP211 / MP211-01,"预染 / Pre-stained, three-color",11,"10, 15, 20, 25, 30, 40, 50, 72, 100, 130, 180 (25 kDa = green; 72 kDa = orange-red)",https://www.tiangen.com/content/details_40_28504.html,TIANGEN_MP211_三色预染.pdf (https://pm-oss.tiangen.top/uploads/4972263.pdf)
TIANGEN,tiangen.com,"蛋白质Marker (Protein Marker, unstained)",MP102,"未染 / Unstained (native, Coomassie R-250 staining)",5,"14.4, 20.0, 45.0, 66.2, 94.0 (range 14.4–94.0 kDa)",https://www.tiangen.com/content/details_40_16421.html,TIANGEN_MP102_蛋白质Marker.pdf (https://pm-oss.tiangen.top/uploads/4991390.pdf)
TIANGEN,tiangen.com,预染蛋白质Marker Ⅲ (Pre-stained Protein Marker III),MP204,"预染 / Pre-stained, single-color",5,"18, 27, 45, 60, 94 (range 18–94 kDa)",https://www.tiangen.com/content/details_40_16419.html,TIANGEN_MP204_预染III.pdf (https://pm-oss.tiangen.top/uploads/4991392.pdf)
TIANGEN,tiangen.com,宽范围彩色预染蛋白质Marker (Wide Range Color Pre-stained Protein Marker),MP206,"预染 / Pre-stained, multi-color (wide range)",11,"11, 17, 25, 35, 48, 63, 75, 100, 135, 180, 245 (range 11–245 kDa)",https://www.tiangen.com/content/details_40_16417.html,TIANGEN_MP206_宽范围彩色预染.pdf (https://pm-oss.tiangen.top/uploads/4994096.pdf)
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),PageRuler Prestained Protein Ladder,26616,"Prestained (3-color: blue, orange, green; reference bands at 25 & 70 kDa intensified)",10,"10, 15, 25, 35, 40, 55, 70, 100, 130, 180",https://www.thermofisher.com/order/catalog/product/26616,pdfs/ThermoFisher_PageRuler_26616_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),PageRuler Plus Prestained Protein Ladder,26620,"Prestained (3-color: blue, orange, green)",9,"10, 15, 25, 35, 55, 70, 100, 130, 250",https://www.thermofisher.com/order/catalog/product/26620,pdfs/ThermoFisher_PageRulerPlus_26620_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),PageRuler Unstained Protein Ladder,26614,Unstained,14,"10, 15, 20, 25, 30, 40, 50, 60, 70, 85, 100, 120, 150, 200",https://www.thermofisher.com/order/catalog/product/26614,pdfs/ThermoFisher_PageRuler_Unstained_26614_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),PageRuler Unstained Broad Range Protein Ladder,26630,Unstained,11,"5, 10, 15, 20, 30, 40, 50, 70, 100, 150, 250",https://www.thermofisher.com/order/catalog/product/26630,pdfs/ThermoFisher_PageRuler_Broad_26630_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),PageRuler Unstained Low Range Protein Ladder,26632,Unstained,8,"3.4, 5, 10, 15, 20, 25, 30, 100",https://www.thermofisher.com/order/catalog/product/26632,pdfs/ThermoFisher_PageRuler_LowRange_26632_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Spectra Multicolor Broad Range Protein Ladder,26634,Prestained (4-color),10,"10, 15, 25, 35, 40, 50, 70, 100, 140, 260",https://www.thermofisher.com/order/catalog/product/26634,pdfs/ThermoFisher_Spectra_26634_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Pierce Prestained Protein MW Marker,26612,Prestained (6 blue-stained natural proteins),6,"20, 25, 35, 50, 85, 120",https://www.thermofisher.com/order/catalog/product/26612,pdfs/ThermoFisher_Pierce_26612_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),Novex Sharp Prestained Protein Standard,LC5800,Prestained,12,"3.5, 10, 15, 20, 30, 40, 50, 60, 80, 110, 160, 260",https://www.thermofisher.com/order/catalog/product/LC5800,pdfs/ThermoFisher_NovexSharp_LC5800_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),SeeBlue Plus2 Prestained Protein Standard,LC5925,"Prestained (3-color: blue, yellow, pink)",10 (range 3–250 kDa),"3, 6, 14, 17, 28, 38, 49, 62, 98, 198",https://www.thermofisher.com/order/catalog/product/LC5925,pdfs/ThermoFisher_SeeBluePlus2_LC5925_manual.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),MagicMark XP Western Protein Standard,LC5602,Unstained (Western standard; for chemiluminescent/fluorescent detection on western blots),9,"20, 30, 40, 50, 60, 80, 100, 120, 220",https://www.thermofisher.com/order/catalog/product/LC5602,pdfs/ThermoFisher_MagicMarkXP_LC5602_UG.pdf ✓
ThermoFisher,https://www.thermofisher.com (China mirror served: thermofisher.cn — all thermofisher.com product URLs 301-redirect to thermofisher.cn in this environment),HiMark Prestained Protein Standard,LC5699,"Prestained (dual-color: purple, pink; for high-MW native/SDS-PAGE)",9 (range 30–460 kDa),"31, 41, 55, 71, 117, 171, 238, 268, 460",https://www.thermofisher.com/order/catalog/product/LC5699,pdfs/ThermoFisher_HiMark_LC5699_manual.pdf ✓
TransGen_Biotech,transgenbiotech.com,ProteinRuler® I (12-80 kDa),DR101-01 / DR101-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),6,"12 (blue prestained), 20, 30, 40 (2x intensity), 60, 80",https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_i_12_80_kda.html,TransGen_DR101_ProteinRuler_I.pdf (https://www.transgenbiotech.com/download/pdf/1/DR101_400/DR101.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® II (12-120 kDa),DR201-01 / DR201-02,Unstained recombinant proteins + 1 blue prestained reference band (12 kDa),9,"12 (blue prestained), 20, 30, 40, 50 (2x intensity), 60, 80, 100, 120",https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_ii_12_120_kda.html,TransGen_DR201_ProteinRuler_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DR201_403/DR201.pdf)
TransGen_Biotech,transgenbiotech.com,ProteinRuler® IV (30-200 kDa),DR401-01 / DR401-02,Unstained recombinant proteins + 1 blue prestained reference band (30 kDa),7,"30 (blue prestained), 40, 60, 80, 100 (2x intensity), 150, 200",https://www.transgenbiotech.com/unstained_protein_marker/proteinruler_iv_30_200_kda.html,TransGen_DR401_ProteinRuler_IV.pdf (https://www.transgenbiotech.com/download/pdf/1/DR401_407/DR401.pdf)
TransGen_Biotech,transgenbiotech.com,Blue Plus® Protein Marker (14-100 kDa),DM101-01 / DM101-02,"Prestained, multi-color (50 kDa = orange, 14 kDa = yellow, others blue)","7 (range 14–100 kDa; reference bands 14 kDa yellow, 50 kDa orange)","14, 25, 35, 45, 50, 70, 100 (typical Blue Plus I ladder; image-only PDF)",https://www.transgenbiotech.com/prestained_protein_marker/blue_plus_protein_marker_14_100_kda.html,- PDF: TransGen_DM101_BluePlus_I.pdf (https://www.transgenbiotech.com/download/pdf/1/DM101_408/DM101.pdf)
TransGen_Biotech,transgenbiotech.com,Blue Plus® II Protein Marker (14-120 kDa),DM111-01 / DM111-02,"Prestained, multi-color (50 & 120 kDa = orange, 14 kDa = yellow, others blue)",8 (range 14–120 kDa),"14, 25, 35, 45, 50, 70, 100, 120",https://www.transgenbiotech.com/prestained_protein_marker/blue_plus_ii_protein_marker_14_120_kda.html,TransGen_DM111_BluePlus_II.pdf (https://www.transgenbiotech.com/download/pdf/1/DM111_411/DM111.pdf)
TransGen_Biotech,transgenbiotech.com,Blue Plus® V Protein Marker (10-190 kDa),DM141-01 / DM141-02 / DM141-03,"Prestained, multi-color (70 kDa = orange, 20 kDa = green, others blue)",10 (range 10–190 kDa),"10, 20, 30, 40, 50, 70, 100, 130, 170, 190",https://www.transgenbiotech.com/prestained_protein_marker/blue_plus_v_protein_marker_10_190_kda.html,TransGen_DM141_BluePlus_V.pdf (https://www.transgenbiotech.com/download/pdf/1/DM141_414/DM141.pdf)
TransGen_Biotech,transgenbiotech.com,Blue Plus® VI Protein Marker (10-250 kDa),DM151-01 / DM151-02 / DM151-03,"Prestained, multi-color (72 kDa = orange, 25 kDa = green, others blue)",11 (range 10–250 kDa),"10, 15, 25, 35, 48, 72, 100, 130, 180, 240, 250",https://www.transgenbiotech.com/prestained_protein_marker/2630.html,TransGen_DM151_BluePlus_VI.pdf (https://www.transgenbiotech.com/download/pdf/1/DM151_750/DM151.pdf)
TransGen_Biotech,transgenbiotech.com,EasySee® Western Marker (25-90 kDa),DM201-01 / DM201-02,"Hybrid — 3 prestained bands (25, 45, 85 kDa) + 5 unstained IgG-binding bands (chemiluminescent/secondary-antibody detectable)",8 (range 25–90 kDa),"25 (prestained), 30, 40, 45 (prestained), 50, 60, 70, 85 (prestained), 90",https://www.transgenbiotech.com/western_protein_marker/easysee_western_marker_25_90_kda.html,TransGen_DM201_EasySee_Western.pdf (https://www.transgenbiotech.com/download/pdf/1/DM201_417/DM201.pdf)
UBPBio,ubpbio.com,M-XStable Prestained Protein Ladder,"L2010 (500 µl), L2011 (6 × 500 µl)","Prestained, three-color protein standard",10,"Range ~10–180 kDa. Reference bands: green at 25 kDa, red at 75 kDa; remaining 8 bands blue. (Individual band masses depicted in datasheet migration chart.)",https://www.ubpbio.com/index.php/product/dna-protein-ladders/m-xstable-prestained-protein-ladder.html,"UBPBio_MXstable_L2010_Datasheet.pdf, UBPBio_MXstable_L2010_MSDS.pdf"
UBPBio,ubpbio.com,H-XStable Prestained Protein Ladder,"L2020 (500 µl), L2021 (6 × 500 µl)","Prestained, three-color protein standard",12,"Range ~10–245 kDa. Reference bands: green at 25 kDa, red at 75 kDa; remaining 10 bands blue. (Individual band masses depicted in datasheet migration chart.)",https://www.ubpbio.com/index.php/product/dna-protein-ladders/h-xstable-prestained-protein-ladder.html,"UBPBio_HXstable_L2020_Datasheet.pdf, UBPBio_HXstable_L2020_MSDS.pdf"
Vazyme,bio.vazyme.com (corporate: www.vazyme.com),250 kDa Plus Prestained Protein Marker,MP202-01 / MP202-02,"Prestained, three-color (25 kDa = green, 70 kDa = orange-red, others blue)",11,"12, 15, 20, 25, 35, 40, 55, 70, 100, 130, 250 (range 12–250 kDa)",https://bio.vazyme.com/product/752.html,Vazyme_MP202_250kDa_Plus_Prestained.pdf (https://v4.cecdn.yun300.cn/100001_2005205005/MP202（单页版说明书）V23.1(2).pdf)
Vazyme,bio.vazyme.com (corporate: www.vazyme.com),180 kDa Plus Prestained Protein Marker,MP201-01 / MP201-02,"Prestained, three-color (25 kDa = green, 70 kDa = orange-red, others blue)",11,"12, 15, 20, 25, 35, 40, 55, 70, 100, 130, 180 (range 12–180 kDa)",https://bio.vazyme.com/product/751.html,Vazyme_MP201_180kDa_Plus_Prestained.pdf (https://v4.cecdn.yun300.cn/100001_2005205005/MP201（单页版说明书）V23.1.pdf)
Vazyme,bio.vazyme.com (corporate: www.vazyme.com),180 kDa Prestained Protein Marker,MP102-01 / MP102-02,"Prestained, three-color (10 kDa = green, 70 kDa = red, others blue)",10,"10, 15, 25, 35, 40, 55, 70, 100, 130, 180 (range 10–180 kDa)",https://bio.vazyme.com/product/327.html,Vazyme_MP102_180kDa_Prestained.pdf (https://v1.cecdn.yun300.cn/100001_2005205005/MP102-说明书V20.1.pdf)
biotechrabbit,"biotechrabbit.com (biotechrabbit GmbH, Berlin, Germany)",TriColor Broad Protein Ladder (3.5-245 kDa),"BR0900101 (100 lanes, 2 × 250 µl)","Ready-to-use prestained protein ladder, three-color (tricolor)",13,Range 3.5–245 kDa. Two colored reference bands at ~25 kDa and ~75 kDa. (Individual 13 band masses shown in migration-chart image in PIN PDF.),https://www.biotechrabbit.com/products/electrophoresis-ladders/protein-electrophoresis/tricolor-broad-protein-ladder-ready-to-use-3-5-245-kda.html,- PDF: biotechrabbit_TriColorBroad_BR0900101_PIN.pdf
biotechrabbit,"biotechrabbit.com (biotechrabbit GmbH, Berlin, Germany)",TriColor Protein Ladder (10-180 kDa),"BR0900201 (100 lanes, 2 × 250 µl)","Ready-to-use prestained protein ladder, three-color (tricolor)",10,Range 10–180 kDa. Two colored reference bands at ~25 kDa and ~75 kDa. (Individual 10 band masses shown in migration-chart image in PIN PDF.),https://www.biotechrabbit.com/products/electrophoresis-ladders/protein-electrophoresis/tricolor-protein-ladder-ready-to-use-10-180-kda.html,- PDF: biotechrabbit_TriColor_BR0900201_PIN.pdf
